Name;Alter;Politische Orientierung;Bildungsabschluss;Soziales;Wohnlage;CO2-Fußabdruck;Bewertung
Alfonso;77;Mitte;Ausbildung;2;Kleinstadt;6.0;1183
Theodoros;54;Mitte;Ausbildung;0;Großstadt;5.0;1054
Philomena;72;Mitte;Ausbildung;2;Vorort;6.5;1179
Athanasios;34;Mitte;ohne;3;Kleinstadt;6.5;1094
Xenia;71;Mitte;Diplom;0;Kleinstadt;10.5;1053
Juliane;39;Mitte;Ausbildung;1;Großstadt;7.5;1052
Juri;61;Rechts;ohne;0;Großstadt;6.5;751
Alla;29;Mitte;Bachelor;0;Großstadt;8.0;1023
Herwig;52;Mitte;Ausbildung;1;Großstadt;6.5;1092
Cläre;47;Rechts;Diplom;0;Vorort;11.5;921
Meinrad;51;Mitte;Ausbildung;1;Großstadt;9.5;1024
Wilhelm;28;Rechts;Fachschulabschluss;0;Großstadt;11.0;806
Aurelia;70;Mitte;Ausbildung;1;Großstadt;9.0;1026
Leila;71;Mitte;Diplom;2;Großstadt;7.5;1178
Marvin;42;Rechts;Ausbildung;1;Ländlich;9.0;907
Eleni;20;Rechts;Ausbildung;0;Kleinstadt;9.5;889
Ottilie;24;Links;ohne;2;Großstadt;8.0;825
Meryem;23;Mitte;Ausbildung;2;Großstadt;7.0;896
Philippe;76;Links;Fachschulabschluss;1;Großstadt;8.0;953
Janine;22;Mitte;ohne;0;Kleinstadt;9.5;648
Kläre;61;Links;Ausbildung;3;Großstadt;9.5;832
Bernhard;63;Links;ohne;2;Großstadt;9.5;816
Gabor;70;Mitte;Ausbildung;3;Großstadt;6.5;1191
Arthur;61;Mitte;ohne;0;Großstadt;8.5;832
Anne-Marie;24;Mitte;Ausbildung;0;Kleinstadt;9.0;995
Annedore;29;Rechts;Ausbildung;1;Großstadt;7.0;747
Mareen;40;Mitte;Ausbildung;0;Großstadt;7.5;980
Ralf-Peter;39;Mitte;Diplom;0;Großstadt;7.5;1075
Christoph;49;Links;Ausbildung;0;Vorort;9.5;686
Kunigunde;73;Rechts;Ausbildung;0;Großstadt;7.5;862
Michel;34;Mitte;ohne;0;Großstadt;8.5;815
Karin;63;Mitte;ohne;0;Großstadt;7.0;828
Ayse;36;Mitte;Ausbildung;0;Großstadt;8.0;970
Renata;64;Mitte;Ausbildung;0;Kleinstadt;6.5;1066
Hans-Jürgen;56;Mitte;Ausbildung;2;Großstadt;6.5;1126
Baldur;42;Mitte;Diplom;0;Großstadt;8.5;1053
Veronique;38;Links;ohne;2;Kleinstadt;6.0;731
Albertine;26;Rechts;ohne;0;Kleinstadt;8.5;763
Caterina;58;Mitte;Ausbildung;1;Kleinstadt;7.0;1108
Francisco;44;Mitte;Ausbildung;0;Großstadt;9.0;948
Jelena;71;Mitte;Ausbildung;0;Kleinstadt;9.5;996
Benedikt;56;Links;Ausbildung;0;Großstadt;8.5;859
Evelin;70;Mitte;Ausbildung;2;Großstadt;7.0;1099
Madlen;28;Mitte;Ausbildung;1;Großstadt;7.5;1058
Margaret;45;Links;Ausbildung;1;Kleinstadt;7.0;999
Paolo;21;Mitte;Bachelor;0;Kleinstadt;7.5;1075
Mareike;57;Mitte;ohne;2;Großstadt;9.0;920
Leonid;64;Rechts;ohne;0;Kleinstadt;12.0;648
Carl;45;Rechts;ohne;0;Kleinstadt;10.0;726
Marietta;69;Mitte;Diplom;1;Großstadt;8.5;1127
Sabina;77;Rechts;ohne;0;Kleinstadt;9.5;741
Anna-Lena;68;Links;ohne;2;Großstadt;5.5;911
Annelene;53;Mitte;Ausbildung;1;Großstadt;7.5;1056
Ben;61;Mitte;Ausbildung;0;Großstadt;7.0;982
Gereon;30;Mitte;Bachelor;0;Großstadt;10.0;960
Uli;64;Mitte;Ausbildung;1;Großstadt;8.0;1047
Hans-H.;50;Rechts;Ausbildung;2;Großstadt;6.0;1022
Sören;43;Mitte;Ausbildung;0;Großstadt;6.5;1009
Hans-Theo;68;Rechts;ohne;0;Kleinstadt;10.5;721
Hans-Albert;46;Mitte;Ausbildung;2;Großstadt;7.0;1094
Sabina;40;Links;ohne;0;Kleinstadt;6.0;811
Friedemann;52;Mitte;ohne;2;Kleinstadt;8.0;1000
Eberhard;65;Mitte;Fachschulabschluss;0;Vorort;9.5;1028
Mirella;21;Mitte;Ausbildung;0;Großstadt;8.5;762
Genoveva;44;Links;Diplom;2;Kleinstadt;9.0;1098
Dana;21;Mitte;Ausbildung;1;Vorort;9.5;880
Tomislav;67;Mitte;Ausbildung;0;Kleinstadt;7.5;1032
Heini;58;Links;Ausbildung;0;Ländlich;10.0;817
Danilo;25;Mitte;Ausbildung;1;Kleinstadt;5.5;1168
Gertrud;45;Mitte;Diplom;0;Großstadt;8.5;1047
Fredo;44;Mitte;Ausbildung;2;Ländlich;6.0;1125
Michelle;66;Mitte;Ausbildung;2;Großstadt;7.0;1100
Lilly;79;Mitte;Promotion;0;Großstadt;7.0;1089
Herlinde;22;Mitte;Master;1;Großstadt;7.5;910
Beata;50;Mitte;Fachschulabschluss;2;Kleinstadt;10.5;1115
Irmtrud;79;Mitte;Ausbildung;2;Kleinstadt;8.5;1136
Babett;27;Mitte;ohne;1;Großstadt;6.5;939
Friederike;25;Mitte;ohne;1;Großstadt;6.5;944
Heide-Marie;50;Rechts;Ausbildung;0;Großstadt;9.0;835
Mira;53;Mitte;Ausbildung;1;Großstadt;6.5;1089
Annie;49;Mitte;ohne;0;Kleinstadt;7.5;869
Hülya;43;Rechts;Diplom;0;Ländlich;11.0;864
Annelie;75;Mitte;ohne;0;Großstadt;9.0;793
Karl-Georg;75;Mitte;ohne;1;Kleinstadt;6.5;988
Lotti;76;Mitte;ohne;0;Großstadt;5.5;909
Athanasios;42;Mitte;Diplom;1;Kleinstadt;5.5;1253
Wulf;25;Mitte;Ausbildung;0;Vorort;10.0;779
Mareike;38;Mitte;Ausbildung;0;Vorort;8.5;1024
Guntram;52;Rechts;Ausbildung;2;Großstadt;7.0;990
Adina;48;Links;Ausbildung;0;Großstadt;9.0;839
Anthony;67;Mitte;Ausbildung;1;Großstadt;9.5;1017
Ilonka;28;Links;Ausbildung;0;Kleinstadt;8.0;616
Paolo;47;Mitte;ohne;1;Großstadt;9.0;859
Sabina;30;Links;Ausbildung;1;Großstadt;6.0;973
Heidemarie;71;Mitte;Ausbildung;3;Kleinstadt;8.0;1207
Klothilde;20;Links;ohne;0;Großstadt;8.0;613
Tobias;41;Rechts;Ausbildung;0;Großstadt;6.5;904
Folkert;26;Links;Bachelor;2;Ländlich;8.5;1029
Ana;39;Mitte;Diplom;0;Kleinstadt;7.0;1117
Elly;42;Mitte;Ausbildung;2;Großstadt;5.0;1160
Traugott;73;Mitte;Ausbildung;1;Großstadt;7.0;1054
Hassan;44;Mitte;Ausbildung;2;Großstadt;6.5;1124
Larissa;66;Mitte;Ausbildung;0;Kleinstadt;10.5;991
Gerolf;39;Mitte;Ausbildung;0;Großstadt;7.0;979
Antonia;23;Mitte;Ausbildung;0;Großstadt;9.0;746
Valentin;31;Links;ohne;2;Großstadt;7.5;843
Carmen;29;Mitte;Fachschulabschluss;0;Ländlich;9.5;972
Hermine;42;Links;Diplom;0;Kleinstadt;8.0;1004
Hanife;42;Mitte;Diplom;2;Kleinstadt;7.0;1232
Roswitha;77;Mitte;Diplom;0;Vorort;9.0;1089
Herlinde;75;Mitte;Ausbildung;0;Großstadt;8.5;970
Hans-J.;53;Mitte;Diplom;1;Kleinstadt;8.0;1177
Henner;51;Links;Diplom;0;Großstadt;8.0;741
Lambert;28;Mitte;Master;0;Kleinstadt;7.0;1098
Egon;41;Mitte;ohne;0;Großstadt;8.0;802
Marco;21;Rechts;Ausbildung;0;Großstadt;8.0;864
Karl-Jürgen;59;Mitte;ohne;3;Kleinstadt;8.0;1065
Wolf-Rüdiger;33;Mitte;Bachelor;0;Großstadt;7.0;1019
Bettina;30;Mitte;Ausbildung;1;Großstadt;8.5;1045
Reingard;53;Mitte;Ausbildung;0;Kleinstadt;7.5;1043
Elizabeth;24;Rechts;ohne;0;Großstadt;7.5;720
Valerij;48;Mitte;Diplom;1;Großstadt;8.0;1122
Erkan;33;Links;ohne;2;Großstadt;5.0;903
Lilly;23;Rechts;Ausbildung;0;Kleinstadt;10.0;671
Sieglinde;51;Mitte;Diplom;0;Kleinstadt;7.0;1130
Sybille;59;Links;Fachschulabschluss;0;Großstadt;7.5;898
Edmund;55;Mitte;Ausbildung;0;Großstadt;7.5;977
Willy;55;Rechts;Ausbildung;0;Großstadt;5.5;928
Asta;55;Links;Fachschulabschluss;0;Großstadt;11.0;615
Frieda;33;Rechts;Promotion;2;Großstadt;6.0;1126
Ludmilla;42;Links;ohne;3;Großstadt;6.0;929
Eberhard;49;Mitte;ohne;0;Vorort;9.5;848
Tilo;68;Mitte;Fachschulabschluss;0;Großstadt;8.0;998
Klaudia;65;Mitte;Diplom;3;Großstadt;5.0;1325
Arif;57;Mitte;Ausbildung;1;Großstadt;7.0;1055
Justus;22;Links;Ausbildung;1;Vorort;9.5;976
Phillip;36;Links;Ausbildung;0;Großstadt;10.0;610
Martine;61;Mitte;Fachschulabschluss;1;Großstadt;7.0;1072
Rebecca;21;Rechts;ohne;0;Großstadt;9.5;604
Bernt;50;Mitte;Ausbildung;1;Kleinstadt;7.5;1109
Conny;50;Links;ohne;1;Großstadt;7.5;614
Madlen;40;Mitte;Promotion;0;Großstadt;9.0;1057
Mikhail;72;Mitte;ohne;1;Großstadt;9.0;880
Erna;41;Mitte;Diplom;0;Kleinstadt;9.5;1091
Mirella;57;Mitte;Ausbildung;2;Großstadt;6.0;1138
Armin;54;Rechts;Ausbildung;0;Großstadt;9.0;838
Horst-Peter;60;Mitte;Ausbildung;0;Kleinstadt;5.5;1095
Eberhardt;57;Mitte;ohne;1;Großstadt;7.0;909
Ivanka;60;Mitte;Ausbildung;2;Großstadt;7.5;1096
Mira;59;Links;Diplom;0;Großstadt;8.0;945
Albin;33;Mitte;Fachschulabschluss;0;Großstadt;10.5;942
Ludmilla;26;Mitte;Ausbildung;0;Großstadt;8.0;962
Babette;54;Links;Ausbildung;0;Vorort;9.0;885
Annegret;25;Links;Ausbildung;2;Großstadt;7.0;987
Polina;32;Links;Ausbildung;0;Vorort;9.0;893
Britt;67;Rechts;Ausbildung;2;Großstadt;7.0;988
Bert;75;Mitte;Ausbildung;1;Kleinstadt;8.5;1098
Irmgard;41;Mitte;Ausbildung;2;Großstadt;7.5;1098
Theobald;47;Links;Ausbildung;2;Großstadt;7.0;996
Susanna;74;Mitte;Ausbildung;1;Großstadt;6.0;1086
Kenan;28;Rechts;Fachschulabschluss;0;Großstadt;8.5;880
Celal;39;Mitte;Diplom;0;Großstadt;6.5;1097
Gernot;44;Links;Ausbildung;0;Großstadt;9.0;645
Centa;50;Rechts;Diplom;0;Vorort;9.5;967
Annelore;32;Mitte;Diplom;0;Kleinstadt;8.0;1112
Lisa;54;Mitte;ohne;2;Kleinstadt;6.5;1027
Drago;31;Links;Master;0;Großstadt;10.0;684
Lina;43;Rechts;Ausbildung;0;Kleinstadt;7.0;931
Mariele;68;Links;Ausbildung;1;Kleinstadt;6.0;832
Charles;49;Mitte;Ausbildung;0;Großstadt;8.5;960
Mechtild;44;Mitte;Ausbildung;2;Kleinstadt;7.5;1148
Ursel;53;Mitte;Fachschulabschluss;0;Großstadt;7.0;1008
Severin;24;Rechts;Ausbildung;0;Großstadt;6.5;902
Claus-Peter;41;Links;ohne;2;Großstadt;9.0;817
Freddy;52;Links;Ausbildung;2;Vorort;7.0;842
Marta;74;Mitte;ohne;0;Vorort;7.5;897
Ulf;33;Links;ohne;1;Großstadt;8.0;774
Christa-Maria;71;Mitte;Diplom;2;Großstadt;9.0;1148
Hans Georg;22;Mitte;ohne;0;Großstadt;6.5;662
George;30;Mitte;Master;0;Kleinstadt;8.5;1092
Selim;51;Rechts;Diplom;0;Großstadt;7.0;962
Andres;74;Rechts;Ausbildung;0;Kleinstadt;7.5;921
Bert;50;Mitte;Ausbildung;2;Kleinstadt;6.5;1181
Aline;37;Mitte;Ausbildung;1;Großstadt;8.0;1046
Hella;58;Mitte;Ausbildung;0;Vorort;8.5;1023
Hartwig;36;Links;Ausbildung;2;Großstadt;7.0;986
Jasmin;76;Rechts;Promotion;0;Großstadt;10.5;923
Annemie;51;Mitte;Ausbildung;0;Vorort;9.5;1007
Ellinor;74;Mitte;Ausbildung;0;Ländlich;11.0;889
Aysel;62;Rechts;ohne;0;Kleinstadt;7.0;772
Luise;34;Mitte;Master;2;Großstadt;7.0;1155
Boris;39;Links;Diplom;3;Kleinstadt;6.5;1020
Claus;41;Mitte;ohne;0;Kleinstadt;7.5;882
Claus-Dieter;53;Mitte;Ausbildung;0;Großstadt;10.0;923
Uli;68;Mitte;Ausbildung;0;Vorort;9.0;1003
Ernst-Dieter;73;Links;ohne;3;Großstadt;6.0;955
Marianne;72;Mitte;Fachschulabschluss;1;Großstadt;10.0;1026
Martin;79;Mitte;Diplom;0;Großstadt;10.0;1011
Elfriede;22;Mitte;Ausbildung;0;Ländlich;10.0;927
Silke;67;Mitte;Diplom;2;Großstadt;5.5;1254
Bernt;25;Links;ohne;0;Kleinstadt;8.5;764
Ignatz;44;Mitte;Ausbildung;0;Kleinstadt;8.5;1024
Willi;59;Rechts;Fachschulabschluss;0;Großstadt;9.0;867
Vinko;43;Mitte;Ausbildung;1;Großstadt;7.0;1050
Hanna;62;Mitte;Ausbildung;0;Ländlich;8.5;973
Helen;41;Rechts;Bachelor;1;Kleinstadt;9.0;1005
Ludmilla;69;Mitte;Ausbildung;0;Großstadt;8.5;971
Theodor;46;Mitte;ohne;0;Großstadt;9.0;784
Evangelia;36;Links;ohne;0;Kleinstadt;10.0;729
Achim;62;Mitte;Ausbildung;0;Kleinstadt;9.5;997
Mustafa;41;Links;ohne;0;Kleinstadt;7.5;612
Anna-Marie;51;Mitte;Ausbildung;1;Großstadt;9.0;1020
Ortrud;41;Mitte;Ausbildung;1;Großstadt;6.5;1085
Mesut;30;Mitte;Diplom;0;Großstadt;6.5;1096
Gretl;66;Mitte;Diplom;0;Kleinstadt;8.0;1108
Lidija;36;Links;ohne;1;Großstadt;9.5;767
Elsa;64;Mitte;Ausbildung;2;Kleinstadt;8.0;1143
Fritz;36;Mitte;Master;2;Vorort;7.0;1206
Anke;58;Mitte;Fachschulabschluss;0;Ländlich;10.0;932
Marlene;62;Rechts;Ausbildung;0;Vorort;12.0;795
Sigrid;49;Mitte;ohne;0;Großstadt;8.5;816
Andrej;53;Rechts;Fachschulabschluss;0;Ländlich;9.0;863
Lilo;40;Links;ohne;0;Großstadt;8.5;709
Ernst;45;Mitte;ohne;0;Großstadt;9.5;803
Ilija;35;Mitte;ohne;1;Vorort;5.5;1016
Ryszard;73;Mitte;Ausbildung;0;Ländlich;10.0;933
Nadin;43;Mitte;Ausbildung;0;Großstadt;9.0;943
Magret;71;Mitte;Diplom;0;Vorort;8.5;1115
Sahin;66;Mitte;Ausbildung;2;Ländlich;9.5;1059
Kristina;24;Mitte;Fachschulabschluss;0;Großstadt;6.5;829
Janin;65;Mitte;Diplom;0;Großstadt;8.0;1056
Emmi;61;Links;Diplom;0;Großstadt;9.0;926
Louis;42;Mitte;ohne;0;Großstadt;8.0;817
Rosmarie;24;Mitte;Fachschulabschluss;0;Kleinstadt;7.0;856
Valentine;32;Mitte;Fachschulabschluss;0;Großstadt;8.0;991
Holm;52;Mitte;ohne;1;Großstadt;6.5;935
Julia;22;Links;ohne;0;Vorort;9.0;624
Alexandros;74;Mitte;ohne;2;Großstadt;6.5;987
Gustav;52;Mitte;Ausbildung;2;Großstadt;7.0;1099
Hedi;45;Mitte;Diplom;1;Großstadt;6.0;1170
Marco;61;Mitte;Ausbildung;0;Kleinstadt;7.0;1033
Raisa;79;Mitte;Ausbildung;1;Großstadt;8.5;1050
Gülay;22;Mitte;Diplom;2;Großstadt;5.5;1237
Bert;33;Mitte;Ausbildung;0;Großstadt;8.0;971
Gudula;66;Mitte;Ausbildung;0;Großstadt;8.5;967
Marlen;78;Mitte;Diplom;1;Kleinstadt;8.0;1177
Lothar;37;Mitte;Fachschulabschluss;1;Großstadt;9.0;1043
Margit;71;Mitte;ohne;0;Kleinstadt;8.0;870
René;71;Mitte;Ausbildung;0;Großstadt;10.0;926
Melanie;50;Links;ohne;0;Großstadt;10.5;624
Kläre;54;Rechts;Ausbildung;0;Ländlich;9.0;830
Krista;43;Links;Ausbildung;0;Großstadt;8.5;864
Traude;50;Rechts;Ausbildung;0;Großstadt;6.5;914
Heimo;21;Mitte;ohne;0;Kleinstadt;7.5;683
Jonas;28;Mitte;ohne;0;Kleinstadt;9.5;845
Tilly;54;Mitte;ohne;1;Großstadt;5.0;960
Ivanka;42;Mitte;Ausbildung;0;Großstadt;9.5;950
Ivonne;48;Mitte;Diplom;0;Großstadt;7.0;1061
Timo;40;Mitte;Ausbildung;0;Kleinstadt;9.0;999
Senol;77;Mitte;Diplom;0;Großstadt;8.5;1063
Emmerich;74;Mitte;Ausbildung;0;Großstadt;7.0;989
Heinrich;54;Mitte;Ausbildung;0;Großstadt;8.5;965
Margot;78;Links;Diplom;2;Großstadt;6.0;903
Lisette;40;Mitte;Ausbildung;0;Großstadt;8.0;960
Sandro;38;Mitte;Master;0;Ländlich;10.5;989
Aneta;74;Mitte;Diplom;3;Großstadt;6.0;1282
Balthasar;53;Mitte;Ausbildung;1;Großstadt;7.0;1053
Kristin;34;Links;ohne;0;Großstadt;8.0;611
Jelena;60;Mitte;Diplom;1;Großstadt;8.0;1134
Dorle;76;Mitte;ohne;1;Kleinstadt;7.5;960
Bernfried;22;Rechts;ohne;0;Großstadt;9.0;607
Klothilde;21;Mitte;ohne;2;Großstadt;8.0;728
Marion;65;Mitte;Ausbildung;0;Großstadt;8.0;966
Andre;64;Mitte;Ausbildung;2;Großstadt;6.5;1132
Ortrud;69;Links;ohne;0;Vorort;7.0;779
Hiltraud;35;Mitte;Diplom;1;Kleinstadt;9.5;1162
Anette;29;Mitte;Bachelor;0;Großstadt;8.5;816
Rupert;56;Mitte;Diplom;0;Ländlich;10.5;1013
Anna-Marie;47;Mitte;Ausbildung;0;Großstadt;8.0;974
Hermine;74;Mitte;Ausbildung;3;Großstadt;6.5;1202
Kirsten;74;Mitte;Ausbildung;0;Kleinstadt;10.0;980
Danuta;77;Mitte;Ausbildung;0;Ländlich;12.0;841
Elif;31;Mitte;Master;3;Großstadt;8.5;1219
Anneli;41;Mitte;Fachschulabschluss;0;Kleinstadt;10.0;1011
Marlies;24;Links;Bachelor;1;Vorort;9.5;1011
Jochem;40;Mitte;Ausbildung;0;Großstadt;7.0;975
Fabian;50;Rechts;Ausbildung;0;Kleinstadt;9.0;894
Hugo;49;Mitte;Ausbildung;1;Kleinstadt;8.5;1102
Tülay;21;Mitte;Bachelor;0;Ländlich;8.5;805
Edelbert;60;Links;Ausbildung;2;Kleinstadt;7.0;846
Aenne;63;Mitte;Ausbildung;0;Kleinstadt;8.5;1023
Insa;38;Mitte;Diplom;0;Kleinstadt;9.5;1099
Sibel;76;Mitte;ohne;0;Kleinstadt;7.0;879
Sandor;62;Mitte;Ausbildung;1;Ländlich;7.5;1057
Georgios;73;Mitte;ohne;0;Großstadt;7.5;827
Christl;44;Mitte;Master;0;Kleinstadt;9.0;1072
Ilonka;77;Mitte;Diplom;0;Großstadt;7.0;1067
Sylwia;42;Mitte;Ausbildung;0;Großstadt;8.5;975
Cordula;21;Mitte;Fachschulabschluss;0;Kleinstadt;8.5;1048
Lidia;54;Rechts;Ausbildung;0;Kleinstadt;9.5;894
Janos;79;Links;Ausbildung;1;Großstadt;8.0;933
Dagobert;44;Rechts;ohne;0;Kleinstadt;8.0;769
Emmerich;58;Mitte;Diplom;0;Kleinstadt;9.0;1088
Klaus-Werner;51;Mitte;Ausbildung;0;Großstadt;7.5;984
Elise;31;Mitte;Ausbildung;0;Großstadt;9.5;948
Fedor;26;Mitte;Ausbildung;0;Großstadt;7.5;774
Tadeusz;35;Mitte;ohne;1;Großstadt;8.0;889
Lia;35;Links;ohne;2;Großstadt;7.5;635
Axel;51;Mitte;Ausbildung;0;Kleinstadt;12.0;897
Karlfried;72;Mitte;Fachschulabschluss;2;Großstadt;6.5;1157
Marten;20;Mitte;Ausbildung;0;Großstadt;7.0;782
Cilly;29;Mitte;ohne;0;Kleinstadt;9.5;849
Alicja;57;Mitte;Ausbildung;0;Großstadt;8.5;971
Lukas;23;Mitte;Ausbildung;0;Großstadt;9.0;952
Friedrich-Wilhelm;68;Rechts;Ausbildung;0;Großstadt;7.0;862
Felix;37;Links;Master;1;Großstadt;7.5;1020
Irene;25;Links;Ausbildung;2;Großstadt;6.0;1025
Silvio;62;Links;Diplom;0;Kleinstadt;9.5;978
Kristina;45;Links;Ausbildung;3;Großstadt;8.5;833
Walentina;77;Mitte;Ausbildung;0;Kleinstadt;8.0;1018
George;50;Mitte;Ausbildung;0;Kleinstadt;10.0;973
Grzegorz;23;Mitte;Ausbildung;0;Ländlich;10.5;716
Ferdi;66;Mitte;Ausbildung;2;Kleinstadt;7.5;1149
Katrin;38;Mitte;Ausbildung;0;Kleinstadt;10.5;975
Hans-Dietrich;41;Mitte;Ausbildung;0;Ländlich;10.0;926
Damaris;23;Mitte;ohne;1;Vorort;8.0;949
Tilman;33;Mitte;Ausbildung;0;Ländlich;10.5;922
Mariana;27;Links;Diplom;0;Großstadt;8.5;943
Hildegart;64;Mitte;Fachschulabschluss;0;Großstadt;7.0;1004
Karolin;25;Mitte;Master;0;Großstadt;7.5;1046
Janine;64;Mitte;Ausbildung;0;Großstadt;9.0;947
Raik;78;Mitte;Diplom;0;Großstadt;7.0;1060
Ludger;25;Mitte;Master;0;Großstadt;7.5;836
Heiner;73;Mitte;Ausbildung;0;Kleinstadt;10.5;972
Vera;48;Links;Ausbildung;0;Großstadt;7.0;874
Hilma;40;Rechts;ohne;0;Großstadt;7.0;720
Isabella;43;Mitte;Diplom;3;Großstadt;7.0;1245
Yasemin;49;Links;Ausbildung;1;Ländlich;9.5;710
Nevenka;76;Mitte;Ausbildung;0;Großstadt;6.0;1016
Alberto;60;Rechts;Ausbildung;0;Kleinstadt;7.0;923
Rupert;77;Links;Ausbildung;2;Großstadt;8.0;776
Karin;59;Mitte;Ausbildung;1;Großstadt;8.5;1043
Karl-Ernst;50;Links;Ausbildung;0;Kleinstadt;7.5;921
Alma;78;Rechts;ohne;0;Großstadt;9.0;695
Pascale;43;Links;Ausbildung;0;Großstadt;8.0;655
Martin;69;Mitte;Ausbildung;0;Großstadt;9.0;944
Kerstin;70;Mitte;ohne;0;Großstadt;8.5;811
Hildegard;53;Mitte;Ausbildung;1;Kleinstadt;7.0;1109
Nathalie;37;Mitte;Ausbildung;0;Ländlich;7.5;981
Traudel;21;Mitte;Ausbildung;2;Kleinstadt;7.0;1149
Hans-Hinrich;22;Mitte;ohne;1;Kleinstadt;7.0;965
Salvatore;46;Links;Ausbildung;1;Ländlich;7.0;747
Wieslaw;40;Mitte;Ausbildung;0;Kleinstadt;8.5;1017
Elsa;42;Links;Diplom;1;Großstadt;5.0;891
Gregor;70;Links;Ausbildung;0;Großstadt;7.0;674
Jolanta;54;Mitte;ohne;2;Großstadt;7.0;948
Erika;39;Links;Master;2;Großstadt;7.5;1056
Ada;76;Mitte;Ausbildung;0;Großstadt;6.5;1015
Cäcilia;60;Mitte;Ausbildung;0;Großstadt;8.0;973
Heino;69;Links;Diplom;2;Ländlich;10.0;1026
Tomasz;27;Mitte;Bachelor;1;Großstadt;7.0;899
Karl-Josef;51;Links;Ausbildung;0;Großstadt;8.5;855
Marika;34;Mitte;Ausbildung;0;Großstadt;8.5;970
Anett;54;Rechts;Diplom;0;Kleinstadt;9.5;984
Friedrich-Karl;45;Mitte;Fachschulabschluss;1;Großstadt;7.5;1075
Christiana;47;Links;Fachschulabschluss;0;Großstadt;5.5;760
Adalbert;41;Mitte;Ausbildung;0;Ländlich;11.5;892
Adelgunde;69;Mitte;Ausbildung;0;Großstadt;7.5;982
Andre;34;Mitte;Diplom;0;Kleinstadt;7.5;1124
Cord;22;Links;Diplom;0;Kleinstadt;9.0;617
Mirja;60;Mitte;Fachschulabschluss;2;Großstadt;6.5;1145
Urte;37;Mitte;Ausbildung;0;Großstadt;7.5;974
Margit;31;Mitte;Ausbildung;0;Vorort;9.5;999
Hildegard;37;Mitte;Ausbildung;1;Großstadt;7.5;1053
Liesbeth;33;Mitte;Master;0;Kleinstadt;8.5;1098
Gerlinde;37;Mitte;Ausbildung;0;Kleinstadt;5.5;1097
Elsa;29;Rechts;ohne;0;Kleinstadt;8.0;769
Sylvie;77;Mitte;Ausbildung;0;Großstadt;8.0;970
Eckart;38;Mitte;Ausbildung;1;Großstadt;7.5;1055
Sigrid;58;Mitte;Fachschulabschluss;0;Kleinstadt;7.5;1054
Ingrid;37;Rechts;Ausbildung;2;Großstadt;6.5;1025
Hans-Werner;30;Mitte;ohne;0;Kleinstadt;8.5;662
Erhardt;41;Mitte;Ausbildung;1;Großstadt;7.0;1053
Burkard;57;Links;Ausbildung;2;Großstadt;6.0;1016
Gerhardt;62;Rechts;Ausbildung;0;Großstadt;6.0;899
Viviane;73;Mitte;Diplom;0;Kleinstadt;10.0;1071
Gunnar;27;Mitte;Fachschulabschluss;0;Ländlich;12.0;875
Ricarda;33;Links;ohne;2;Großstadt;8.5;833
Ingolf;69;Mitte;Ausbildung;0;Kleinstadt;8.0;1014
Liane;42;Links;Diplom;0;Großstadt;8.0;949
Maritta;50;Mitte;Ausbildung;2;Großstadt;6.5;1123
Lothar;66;Mitte;Diplom;1;Großstadt;9.0;1114
Björn;21;Rechts;Ausbildung;0;Großstadt;9.0;831
Waltrud;71;Mitte;Ausbildung;0;Ländlich;7.5;986
Torsten;24;Links;ohne;1;Kleinstadt;9.0;806
Peggy;71;Mitte;Ausbildung;0;Großstadt;9.0;946
Fatma;27;Mitte;Ausbildung;0;Kleinstadt;7.5;1037
Ilias;53;Mitte;ohne;2;Großstadt;6.5;984
Nadia;34;Links;ohne;0;Großstadt;8.5;627
Remo;49;Mitte;Ausbildung;0;Großstadt;8.5;962
Käte;78;Mitte;Diplom;0;Großstadt;7.0;1072
Branko;31;Mitte;Ausbildung;0;Kleinstadt;8.5;1025
Karl-Josef;72;Mitte;Ausbildung;3;Großstadt;7.5;1169
Aloys;56;Mitte;Ausbildung;1;Kleinstadt;9.5;1079
Bernhard;53;Rechts;Fachschulabschluss;0;Großstadt;5.5;953
Timo;28;Links;Ausbildung;0;Kleinstadt;9.5;892
Wendelin;45;Mitte;Ausbildung;0;Großstadt;7.5;980
Waltrud;58;Links;Fachschulabschluss;3;Vorort;9.0;1085
Katy;31;Mitte;Ausbildung;0;Großstadt;7.5;983
Hartmut;30;Mitte;Ausbildung;0;Ländlich;8.5;969
Woldemar;28;Rechts;Ausbildung;0;Vorort;9.0;903
Miroslawa;55;Links;ohne;2;Kleinstadt;5.5;768
Concetta;33;Mitte;Ausbildung;2;Kleinstadt;8.5;1137
Tilo;44;Mitte;ohne;0;Großstadt;10.0;766
Eduard;41;Mitte;Ausbildung;0;Großstadt;9.0;950
Paulina;70;Mitte;Ausbildung;0;Großstadt;9.0;950
Antonio;62;Mitte;Ausbildung;0;Großstadt;8.5;960
Marc;48;Rechts;Diplom;0;Großstadt;9.0;933
Knud;57;Links;Diplom;1;Ländlich;10.0;982
Jan-Peter;28;Links;ohne;1;Vorort;8.0;826
Gisela;29;Mitte;Ausbildung;1;Kleinstadt;8.0;898
Vitus;48;Rechts;Diplom;1;Großstadt;6.0;1080
Angelica;21;Rechts;Ausbildung;1;Großstadt;5.5;1019
Robby;68;Links;Ausbildung;1;Großstadt;8.0;936
